season,holiday,workingday,weather,temp,atemp,humidity,windspeed,year,month,day,hour,count
2,0,1,2,27.06,31.06,61,16.9979,2011,6,16,10,121
1,0,0,1,11.48,13.635,36,16.9979,2011,1,16,14,91
2,0,1,1,18.86,22.725,24,19.0012,2012,4,6,20,252
2,0,0,3,17.22,21.21,100,0.0,2011,4,16,22,24
2,0,1,1,21.32,25.0,94,8.9981,2011,5,16,1,14
3,0,1,2,28.7,33.335,74,12.998,2011,8,4,21,211
2,0,1,1,23.78,27.275,88,11.0014,2011,6,7,5,32
2,0,1,1,22.96,26.515,88,15.0013,2012,5,4,3,14
4,0,1,2,24.6,29.545,73,11.0014,2011,10,11,16,320
1,0,0,1,20.5,24.24,34,31.0009,2011,3,19,13,301
3,0,1,2,28.7,32.575,70,7.0015,2011,9,14,19,381
1,0,1,1,11.48,14.395,45,8.9981,2012,2,13,21,147
2,0,1,2,22.14,25.76,68,8.9981,2011,4,12,5,16
4,0,0,1,20.5,24.24,48,6.0032,2012,11,11,12,585
2,0,1,2,22.96,26.515,88,0.0,2011,5,17,0,31
2,0,1,1,31.98,34.85,46,19.0012,2011,6,7,18,551
1,0,1,1,9.02,11.365,41,11.0014,2011,1,14,17,159
4,0,1,1,7.38,12.12,74,0.0,2011,12,12,3,2
4,0,1,1,12.3,15.91,93,6.0032,2011,12,5,6,90
3,0,1,2,20.5,24.24,77,12.998,2011,9,19,5,28
3,0,1,1,31.16,34.09,40,6.0032,2012,8,16,20,514
3,0,1,1,29.52,32.575,42,12.998,2011,7,14,18,578
3,1,0,1,27.06,31.06,69,0.0,2012,7,4,5,19
3,0,0,1,30.34,35.605,74,0.0,2012,9,2,18,500
4,0,1,2,14.76,18.18,57,7.0015,2011,12,14,17,396
3,0,1,2,22.14,25.76,42,0.0,2011,9,16,13,223
4,0,0,1,9.02,10.605,69,16.9979,2011,12,17,20,106
4,0,1,1,16.4,20.455,82,7.0015,2011,10,4,6,112
1,0,0,2,12.3,15.91,81,7.0015,2011,3,5,1,25
2,0,1,2,18.86,22.725,88,16.9979,2012,5,3,4,2
3,0,1,1,31.16,36.365,70,16.9979,2012,9,5,16,430
1,0,1,2,6.56,9.09,74,8.9981,2011,3,4,5,7
4,0,1,2,13.12,15.15,49,22.0028,2012,11,7,20,256
4,0,0,1,10.66,12.88,65,11.0014,2011,12,3,2,50
4,0,1,2,14.76,18.18,93,7.0015,2012,12,7,21,171
3,0,1,1,29.52,35.605,84,11.0014,2012,9,5,20,412
2,0,1,1,22.96,26.515,35,16.9979,2012,5,11,11,291
2,0,1,1,13.94,17.425,76,7.0015,2011,4,14,6,70
1,0,1,2,27.88,31.82,39,23.9994,2011,3,18,15,173
2,0,0,1,14.76,15.91,50,32.9975,2011,4,3,9,142
2,0,0,1,22.96,26.515,43,0.0,2011,5,7,11,347
4,0,1,1,15.58,19.695,82,7.0015,2011,11,7,21,139
1,0,1,1,13.94,18.18,34,0.0,2011,3,1,15,64
2,0,1,2,19.68,23.485,82,15.0013,2012,5,3,0,90
4,0,1,2,18.86,22.725,94,6.0032,2011,11,16,6,56
2,0,0,1,32.8,34.85,29,11.0014,2012,6,9,19,360
3,0,1,1,31.98,34.85,43,8.9981,2012,7,2,19,581
4,0,0,1,13.12,16.665,81,7.0015,2012,11,11,4,11
3,0,0,2,25.42,30.305,69,6.0032,2012,8,19,2,119
2,0,1,1,33.62,39.395,56,19.9995,2011,6,10,16,285
2,0,1,1,24.6,31.06,46,8.9981,2012,5,18,10,255
2,0,1,1,24.6,31.06,38,26.0027,2011,5,6,15,260
3,0,0,1,29.52,33.335,51,11.0014,2011,7,2,22,201
1,0,0,2,16.4,20.455,30,19.9995,2011,2,13,15,162
2,0,1,2,17.22,21.21,77,0.0,2012,4,18,23,70
3,1,0,1,33.62,39.395,56,15.0013,2012,7,4,22,502
2,0,0,2,18.86,22.725,82,6.0032,2011,5,1,18,159
3,0,0,1,24.6,28.03,83,8.9981,2011,9,11,5,39
1,0,0,2,16.4,20.455,30,23.9994,2012,3,4,0,72
1,0,1,1,8.2,11.365,29,6.0032,2011,3,3,11,50
2,0,1,1,28.7,31.82,34,16.9979,2011,6,2,7,304
1,0,1,1,19.68,23.485,55,22.0028,2011,2,17,19,175
2,0,1,2,23.78,27.275,81,8.9981,2012,5,2,11,184
2,0,0,2,18.86,22.725,31,0.0,2011,4,3,18,172
3,0,1,1,30.34,34.85,66,16.9979,2011,8,18,10,129
3,0,0,2,33.62,38.635,52,6.0032,2012,9,1,13,504
1,0,0,1,10.66,12.88,93,11.0014,2012,1,1,7,7
2,0,1,1,25.42,31.06,38,0.0,2012,6,6,12,315
1,0,1,3,14.76,17.425,93,8.9981,2012,1,12,6,89
2,0,1,1,31.16,33.335,29,19.0012,2012,6,8,15,397
2,0,1,1,17.22,21.21,67,16.9979,2011,5,4,18,396
3,0,1,1,28.7,32.575,65,8.9981,2012,7,3,3,2
2,0,1,1,17.22,21.21,50,16.9979,2012,5,11,7,351
1,0,1,1,13.94,15.91,53,15.0013,2011,2,17,1,6
4,0,0,1,13.94,15.91,66,15.0013,2011,11,13,7,43
4,0,1,1,23.78,27.275,64,0.0,2012,10,5,8,785
4,0,1,1,20.5,24.24,77,6.0032,2012,10,19,22,190
3,0,1,1,30.34,34.85,70,16.9979,2012,9,4,20,385
2,0,0,1,21.32,25.0,48,0.0,2012,5,12,8,178
2,0,0,1,22.96,26.515,56,0.0,2012,6,16,1,95
4,0,1,3,22.14,25.76,70,32.9975,2011,10,19,8,210
2,0,1,1,31.16,34.85,52,12.998,2011,6,17,14,215
4,1,0,3,17.22,21.21,58,12.998,2012,10,8,16,377
3,0,1,1,27.06,31.06,65,6.0032,2012,8,13,1,14
3,0,1,1,32.8,37.88,55,19.0012,2012,8,1,16,479
2,0,1,1,25.42,31.06,43,8.9981,2012,6,6,17,724
4,0,1,1,20.5,24.24,45,12.998,2011,10,14,21,178
1,0,1,1,8.2,9.85,51,16.9979,2011,1,7,8,210
1,0,1,1,14.76,16.665,34,19.0012,2012,3,6,17,446
2,0,1,1,26.24,31.06,41,0.0,2011,5,11,15,179
4,0,1,2,22.96,26.515,68,19.9995,2012,10,18,19,513
1,0,0,1,13.94,18.18,66,0.0,2011,3,13,6,2
2,0,1,1,19.68,23.485,82,12.998,2011,5,12,8,421
3,0,1,3,25.42,27.275,94,7.0015,2011,9,7,15,58
4,0,0,1,22.14,25.76,52,31.0009,2011,10,16,20,178
3,0,1,1,29.52,32.575,42,15.0013,2011,8,12,20,287
3,0,1,1,34.44,37.12,36,12.998,2012,7,2,15,234
4,0,1,2,22.14,25.76,88,12.998,2012,10,2,3,5
2,0,1,1,17.22,21.21,35,12.998,2012,4,12,22,158
4,0,1,3,25.42,28.79,83,16.9979,2011,10,13,18,268
3,0,1,1,21.32,25.0,77,0.0,2012,9,17,7,492
2,0,1,1,22.96,26.515,60,7.0015,2011,4,19,17,411
3,0,1,1,25.42,29.545,73,19.0012,2011,8,16,5,30
1,0,1,1,8.2,7.575,47,35.0008,2011,1,12,18,137
3,0,1,1,29.52,33.335,48,15.0013,2012,7,12,21,373
2,0,1,1,25.42,31.06,53,6.0032,2011,5,11,14,177
3,0,1,1,35.26,12.12,34,27.9993,2012,8,17,14,328
4,0,1,1,21.32,25.0,55,22.0028,2012,12,5,1,11
3,0,1,1,28.7,33.335,79,12.998,2011,9,9,18,410
4,0,1,2,22.14,25.76,100,12.998,2011,10,13,3,6
1,0,0,1,10.66,12.88,100,12.998,2011,2,5,21,56
3,0,1,1,27.06,31.06,74,7.0015,2011,8,4,23,132
3,0,1,1,30.34,34.09,62,0.0,2012,8,14,11,196
3,0,0,1,35.26,40.15,47,8.9981,2012,7,15,15,489
3,0,1,1,23.78,27.275,56,8.9981,2012,9,11,20,461
4,0,0,2,13.94,18.18,87,0.0,2012,12,16,4,11
2,0,1,2,25.42,29.545,73,15.0013,2012,5,14,13,176
1,0,1,1,16.4,20.455,28,35.0008,2011,3,2,19,150
4,0,1,2,20.5,24.24,77,11.0014,2012,10,18,9,387
1,0,1,1,22.96,26.515,56,8.9981,2012,3,13,23,87
2,0,0,1,24.6,31.06,56,11.0014,2012,5,19,23,239
3,1,0,1,27.88,31.82,65,0.0,2012,7,4,7,72
2,0,0,1,20.5,24.24,63,7.0015,2012,4,15,7,46
4,1,0,1,18.86,22.725,88,0.0,2011,10,10,7,114
3,0,1,1,30.34,34.09,58,12.998,2011,7,13,5,26
1,0,1,1,10.66,12.88,38,11.0014,2011,1,6,16,86
2,0,1,1,27.88,31.82,83,7.0015,2012,6,12,21,274
2,0,0,2,28.7,32.575,65,6.0032,2011,6,19,1,76
2,0,0,1,28.7,31.82,42,16.9979,2012,4,15,19,379
3,0,1,2,27.88,31.82,89,0.0,2011,8,4,5,20
3,0,1,1,23.78,27.275,73,7.0015,2012,9,13,23,170
2,0,0,1,26.24,31.06,47,0.0,2012,5,19,22,338
4,0,0,1,11.48,13.635,45,12.998,2011,12,18,18,138
1,0,1,1,8.2,9.09,32,26.0027,2011,2,8,18,152
4,0,0,1,15.58,19.695,50,6.0032,2012,12,15,12,453
2,0,1,1,18.86,22.725,41,19.9995,2011,4,6,23,40
4,0,1,3,21.32,25.0,94,16.9979,2011,10,19,11,149
3,0,1,1,29.52,33.335,51,12.998,2011,7,15,16,361
3,1,0,1,30.34,34.85,70,15.0013,2012,9,3,15,449
2,0,1,1,37.72,42.425,35,15.0013,2011,6,8,17,506
4,0,1,2,18.86,22.725,88,8.9981,2011,12,5,23,62
3,0,0,1,28.7,33.335,84,8.9981,2011,8,7,4,6
1,0,0,1,18.86,22.725,88,12.998,2012,3,18,0,107
2,0,1,2,14.76,17.425,76,12.998,2011,4,8,9,185
3,0,0,1,25.42,28.03,88,12.998,2012,8,18,3,30
2,0,0,2,12.3,14.395,93,12.998,2011,4,9,6,13
4,0,1,1,18.86,22.725,82,16.9979,2012,10,18,8,834
4,0,0,1,20.5,24.24,77,0.0,2011,10,8,9,217
2,0,0,1,29.52,32.575,30,7.0015,2012,5,19,15,672
3,0,1,2,28.7,32.575,58,11.0014,2012,8,9,21,336
4,0,0,1,25.42,31.06,35,26.0027,2011,10,16,15,412
1,1,0,2,7.38,8.335,55,16.9979,2011,1,17,18,92
4,0,1,1,14.76,17.425,34,11.0014,2012,12,13,14,242
2,0,0,1,20.5,24.24,68,11.0014,2012,4,15,5,10
1,0,1,1,16.4,20.455,76,7.0015,2012,2,2,14,141
3,0,1,2,31.16,35.605,58,19.0012,2012,7,19,9,318
4,0,0,1,13.94,17.425,66,6.0032,2011,11,13,8,79
4,0,1,2,14.76,17.425,66,15.0013,2012,11,19,3,2
3,1,0,1,37.72,42.425,35,19.9995,2012,7,4,15,454
2,0,1,1,28.7,31.82,42,16.9979,2012,6,15,13,393
4,0,1,2,15.58,19.695,94,7.0015,2012,12,10,4,12
3,0,0,2,20.5,24.24,68,19.0012,2011,9,17,10,249
4,0,0,2,14.76,16.665,66,16.9979,2012,11,18,22,74
1,0,1,1,25.42,31.06,35,30.0026,2012,3,12,16,332
4,0,1,2,21.32,25.0,59,19.0012,2011,12,15,17,324
4,0,1,2,12.3,14.395,56,15.0013,2012,12,12,19,402
2,0,0,2,22.14,25.76,56,12.998,2012,4,15,0,124
2,0,1,1,33.62,40.15,59,8.9981,2011,6,8,19,384
1,0,0,1,16.4,20.455,37,19.0012,2012,1,8,15,330
2,0,1,1,24.6,31.06,33,19.9995,2011,4,18,20,165
4,0,0,1,18.04,21.97,44,11.0014,2012,10,13,19,332
4,0,1,1,16.4,20.455,54,15.0013,2012,12,19,11,200
1,0,0,1,12.3,14.395,39,19.0012,2011,1,15,14,118
3,0,1,1,32.8,35.605,38,12.998,2012,7,11,16,411
2,0,1,1,13.94,15.15,46,22.0028,2011,4,1,18,241
4,0,0,1,17.22,21.21,54,19.0012,2012,11,18,15,407
2,0,1,3,27.06,29.545,94,15.0013,2012,6,12,23,89
3,0,1,2,28.7,32.575,61,7.0015,2011,9,2,14,283
1,0,0,1,6.56,11.365,59,0.0,2011,1,15,5,1
4,0,1,1,29.52,32.575,42,11.0014,2012,10,5,12,468
3,0,1,1,26.24,31.06,57,19.9995,2011,7,14,2,10
2,0,0,1,16.4,20.455,30,12.998,2012,4,8,8,84
4,0,0,2,15.58,19.695,66,16.9979,2011,10,2,11,292
2,0,0,2,29.52,32.575,30,8.9981,2011,6,4,16,440
1,0,1,1,20.5,24.24,59,0.0,2012,3,15,2,19
2,0,1,1,17.22,21.21,67,12.998,2012,4,10,9,319
4,0,1,1,18.86,22.725,82,0.0,2011,10,6,22,148
3,0,1,1,31.16,34.85,55,15.0013,2011,8,17,19,347
3,0,1,2,30.34,34.09,55,7.0015,2012,7,9,20,447
4,0,1,1,16.4,20.455,87,7.0015,2011,10,7,4,5
4,0,1,3,11.48,13.635,61,15.0013,2012,11,8,0,15
4,0,1,1,18.86,22.725,82,7.0015,2012,10,10,7,507
1,0,1,1,11.48,15.91,41,0.0,2012,2,13,23,36
2,0,1,1,13.94,17.425,76,6.0032,2011,4,14,5,14
3,1,0,1,29.52,34.85,74,12.998,2012,9,3,19,374
1,0,1,1,10.66,12.12,30,16.9979,2011,1,3,15,72
1,0,1,2,16.4,20.455,71,7.0015,2011,3,16,12,88
1,0,0,2,6.56,6.82,47,26.0027,2012,1,15,4,6
4,0,1,1,11.48,13.635,65,15.0013,2011,12,8,2,4
2,0,0,1,27.06,31.06,65,7.0015,2011,6,5,13,367
2,0,0,2,21.32,25.0,100,8.9981,2011,5,15,6,17
2,0,0,2,13.94,17.425,87,7.0015,2011,4,9,9,98
2,0,1,1,29.52,33.335,51,15.0013,2012,5,16,18,846
1,0,1,2,8.2,10.605,37,11.0014,2011,1,7,16,87
1,0,1,1,7.38,8.335,43,16.9979,2011,2,3,3,1
1,0,0,3,9.02,11.365,93,8.9981,2012,2,11,8,78
2,0,0,1,20.5,24.24,48,7.0015,2012,5,19,3,33
2,0,0,1,13.94,16.665,76,11.0014,2012,4,14,6,21
2,0,1,2,20.5,24.24,68,8.9981,2011,4,19,8,351
3,0,1,1,29.52,34.09,66,11.0014,2012,8,14,23,167
2,0,1,3,25.42,27.275,94,16.9979,2012,6,1,20,39
4,0,1,1,22.14,25.76,39,19.0012,2012,10,16,16,446
2,0,1,1,18.86,22.725,55,7.0015,2012,5,11,0,64
1,0,1,1,12.3,16.665,61,0.0,2012,2,15,2,4
4,0,1,2,22.14,25.76,68,11.0014,2011,11,15,7,319
3,0,1,1,28.7,31.82,45,12.998,2011,7,1,21,218
1,0,1,1,18.04,21.97,94,0.0,2012,3,19,5,31
4,0,1,1,19.68,23.485,77,8.9981,2011,10,4,23,66
2,0,1,1,13.12,15.15,66,19.0012,2011,4,1,10,75
4,1,0,1,21.32,25.0,72,11.0014,2012,11,12,11,367
3,0,1,1,32.8,36.365,46,12.998,2012,7,10,11,249
3,0,1,1,21.32,25.0,72,7.0015,2012,9,12,1,21
4,0,0,1,24.6,31.06,33,11.0014,2012,11,11,14,654
4,0,1,1,9.84,12.12,65,11.0014,2012,12,6,22,133
4,0,1,2,24.6,31.06,53,16.9979,2012,10,18,12,377
3,0,0,1,28.7,32.575,65,0.0,2011,9,11,10,334
3,0,0,1,31.16,36.365,70,8.9981,2012,7,8,21,207
4,0,1,2,16.4,20.455,82,0.0,2011,10,3,21,138
4,0,1,1,18.86,22.725,36,0.0,2012,10,11,11,251
4,0,0,1,20.5,24.24,36,19.9995,2011,11,12,14,435
3,0,1,2,29.52,34.85,74,16.9979,2011,7,8,8,457
2,0,0,2,18.86,22.725,33,0.0,2011,4,3,15,292
1,0,1,1,15.58,19.695,40,8.9981,2012,2,3,18,385
3,0,0,1,31.16,34.09,45,15.0013,2011,7,16,17,475
4,0,1,1,22.96,26.515,64,19.9995,2012,10,15,16,447
3,0,1,2,24.6,28.03,83,11.0014,2011,9,2,3,8
4,0,1,1,13.12,15.91,53,11.0014,2012,11,14,18,567
4,0,1,1,21.32,25.0,48,32.9975,2012,10,10,20,392
3,0,1,1,24.6,28.79,78,11.0014,2011,7,15,2,38
3,0,1,1,36.9,42.425,42,23.9994,2011,7,12,15,148
3,0,1,1,31.98,37.12,62,31.0009,2012,8,2,15,270
1,0,0,2,5.74,5.305,39,26.0027,2012,2,11,22,46
3,0,1,1,28.7,33.335,84,6.0032,2012,8,9,2,14
4,0,0,1,27.06,31.06,50,8.9981,2011,10,9,16,470
1,0,1,3,5.74,7.575,80,8.9981,2011,2,10,2,3
4,0,1,2,23.78,27.275,56,15.0013,2012,12,4,14,270
2,0,1,2,20.5,24.24,88,12.998,2011,5,13,8,387
1,0,0,2,13.12,15.15,36,19.0012,2011,1,15,17,83
2,0,1,1,26.24,31.06,57,11.0014,2012,6,15,10,216
2,0,1,3,17.22,21.21,82,16.9979,2011,4,13,12,95
2,0,0,1,27.88,31.82,44,23.9994,2012,4,15,22,134
1,1,0,1,10.66,11.365,44,23.9994,2012,1,16,16,180
2,0,1,1,26.24,30.305,25,19.9995,2012,4,17,17,781
3,1,0,1,31.16,34.85,52,0.0,2012,7,4,9,293
1,0,1,1,5.74,6.06,59,19.0012,2012,1,3,6,85
4,0,1,1,13.12,15.15,49,19.0012,2012,11,5,10,142
1,0,1,1,4.92,7.575,74,7.0015,2011,1,4,6,36
4,0,0,2,9.84,14.395,81,0.0,2012,12,15,3,23
3,0,1,1,27.06,30.305,83,6.0032,2012,8,2,2,11
4,0,0,1,13.94,16.665,49,12.998,2012,11,4,10,360
2,0,1,2,20.5,24.24,77,19.0012,2011,5,12,9,212
2,0,1,1,27.06,31.06,39,19.0012,2011,6,13,19,423
1,0,0,2,22.96,26.515,43,15.0013,2011,3,19,2,25
1,0,1,1,18.04,21.97,44,19.0012,2012,2,1,2,7
2,0,0,2,21.32,25.0,83,11.0014,2012,5,6,9,191
1,0,0,1,21.32,25.0,34,27.9993,2011,3,19,5,2
3,0,1,1,32.8,34.85,33,15.0013,2012,7,12,13,277
4,0,1,2,14.76,18.94,81,0.0,2012,10,17,5,41
2,0,1,1,24.6,30.305,64,12.998,2011,6,16,5,25
2,0,1,1,20.5,24.24,68,16.9979,2011,6,15,3,1
3,0,1,1,36.9,38.635,25,19.0012,2011,8,2,16,274
3,1,0,1,26.24,28.79,89,11.0014,2011,7,4,6,16
4,0,1,2,19.68,23.485,67,22.0028,2011,11,14,9,233
4,0,0,1,19.68,23.485,72,0.0,2011,10,8,0,89
4,0,1,1,18.86,22.725,82,12.998,2012,12,4,10,156
2,0,0,2,22.14,25.76,94,12.998,2011,5,14,16,295
2,0,0,2,30.34,33.335,51,0.0,2011,6,19,13,363
2,0,0,2,18.86,22.725,31,12.998,2011,4,3,16,303
4,0,1,2,18.86,22.725,88,0.0,2012,10,10,1,8
4,0,1,2,20.5,24.24,63,15.0013,2012,12,4,20,306
2,0,1,1,20.5,24.24,31,0.0,2012,4,13,12,322
1,0,1,1,14.76,17.425,71,12.998,2011,3,18,3,5
1,0,1,1,15.58,19.695,40,15.0013,2011,2,16,23,33
2,0,0,2,21.32,25.0,72,11.0014,2011,4,10,16,288
4,0,1,2,12.3,15.91,65,6.0032,2012,11,16,1,21
4,0,1,2,13.94,17.425,81,6.0032,2011,11,3,8,402
4,0,1,3,19.68,23.485,55,26.0027,2012,12,5,6,124
4,0,1,1,24.6,31.06,53,19.9995,2011,11,14,19,302
3,0,1,1,32.8,37.12,49,0.0,2011,8,19,16,327
1,0,1,1,18.04,21.97,35,12.998,2012,2,7,17,509
2,0,1,1,22.96,26.515,24,8.9981,2012,4,3,20,379
3,0,0,1,30.34,34.85,70,19.9995,2012,8,5,2,73
4,0,1,1,18.86,22.725,67,12.998,2011,10,6,2,10
1,0,0,1,17.22,21.21,44,31.0009,2011,3,19,9,76
3,0,0,2,28.7,33.335,84,15.0013,2012,9,2,19,292
3,0,0,1,28.7,33.335,74,15.0013,2011,8,13,18,292
3,0,0,1,29.52,34.85,74,16.9979,2011,9,4,21,207
4,0,0,1,22.14,25.76,68,8.9981,2011,10,8,19,248
2,0,1,1,22.96,26.515,94,19.9995,2011,5,18,12,54
3,0,1,1,27.88,31.82,65,7.0015,2012,8,15,23,138
4,0,0,1,22.14,25.76,45,16.9979,2011,10,16,10,347
1,0,0,1,5.74,3.79,39,43.0006,2012,2,12,12,140
1,0,1,1,9.84,10.605,35,22.0028,2011,3,3,18,167
1,0,1,2,23.78,27.275,32,19.9995,2011,2,17,17,274
4,0,1,1,17.22,21.21,41,6.0032,2011,12,2,15,199
1,0,1,2,22.96,26.515,49,15.0013,2012,3,12,19,446
3,0,1,2,31.16,34.85,55,16.9979,2012,7,9,13,255
1,0,1,2,9.02,11.365,60,8.9981,2012,1,9,6,88
4,0,1,1,19.68,23.485,48,11.0014,2011,11,2,13,161
2,0,1,1,28.7,31.82,37,27.9993,2011,6,13,16,326
3,0,1,1,21.32,25.0,59,15.0013,2012,9,19,8,797
4,0,0,1,6.56,7.575,59,15.0013,2011,12,11,1,62
4,0,0,1,9.84,11.365,70,12.998,2012,11,17,7,78
4,0,0,1,18.04,21.97,35,0.0,2012,10,13,12,573
3,0,0,1,24.6,29.545,73,6.0032,2011,7,16,4,16
3,0,0,1,27.06,30.305,83,8.9981,2011,9,4,1,75
2,0,1,1,25.42,31.06,43,19.0012,2012,6,4,9,282
2,0,1,2,17.22,21.21,77,0.0,2012,4,19,3,4
1,0,0,2,18.04,21.97,88,6.0032,2012,3,17,9,321
3,0,0,1,32.8,40.15,66,8.9981,2011,8,7,10,266
3,0,0,1,29.52,35.605,84,8.9981,2011,8,7,20,183
2,0,1,2,16.4,20.455,82,7.0015,2012,4,19,6,120
3,0,1,1,30.34,34.85,66,7.0015,2012,7,16,8,667
1,0,0,2,9.84,12.12,87,8.9981,2012,2,4,7,28
1,0,1,1,18.86,22.725,67,16.9979,2011,2,18,3,8
3,0,0,3,26.24,28.03,94,12.998,2011,8,14,4,3
2,0,1,1,24.6,31.06,40,12.998,2012,5,17,20,446
1,0,1,1,6.56,6.82,43,26.0027,2011,1,3,9,88
3,0,0,2,29.52,34.85,74,16.9979,2011,8,13,17,269
1,0,0,2,14.76,16.665,40,26.0027,2012,2,18,23,74
2,0,1,1,22.96,26.515,43,6.0032,2011,4,7,14,157
4,0,1,2,18.86,22.725,94,7.0015,2011,11,16,3,5
2,0,1,1,22.96,26.515,83,11.0014,2012,6,15,7,430
3,0,1,1,31.16,35.605,58,6.0032,2011,8,8,21,186
1,0,1,1,12.3,15.15,65,8.9981,2012,2,6,22,87
4,0,1,1,9.02,11.365,44,12.998,2011,11,18,8,375
3,0,1,2,27.06,29.545,89,6.0032,2012,9,4,3,10
1,1,0,1,10.66,11.365,48,22.0028,2012,1,16,17,193
4,0,1,2,10.66,12.88,65,11.0014,2012,12,12,8,688
4,0,1,2,18.04,21.97,88,6.0032,2011,12,5,21,176
1,0,1,1,19.68,23.485,67,6.0032,2012,3,14,4,5
1,0,1,1,4.1,5.305,36,15.0013,2012,1,3,21,68
1,0,1,1,9.84,10.605,27,19.0012,2011,2,15,10,52
2,0,1,2,22.14,25.76,77,12.998,2011,5,12,23,103
4,0,1,1,17.22,21.21,35,19.0012,2012,11,16,16,383
2,0,1,1,24.6,28.79,78,22.0028,2012,5,4,0,89
3,0,0,1,32.8,37.88,55,7.0015,2012,7,14,14,632
4,0,1,2,15.58,19.695,94,0.0,2012,12,17,2,5
4,0,1,1,20.5,24.24,48,16.9979,2011,11,1,14,150
3,0,0,1,26.24,31.06,53,0.0,2011,7,2,3,26
2,0,1,2,21.32,25.0,88,26.0027,2011,5,13,13,226
3,0,1,1,30.34,34.09,58,11.0014,2012,8,13,19,555
1,0,1,2,7.38,9.09,64,12.998,2011,3,4,2,2
2,0,0,1,22.96,26.515,60,6.0032,2012,6,16,3,27
2,0,0,1,30.34,34.09,58,12.998,2011,6,11,8,143
3,0,1,1,29.52,34.85,79,0.0,2012,9,5,22,219
2,0,1,2,18.86,22.725,72,12.998,2011,4,19,5,18
4,0,0,1,16.4,20.455,62,8.9981,2011,10,16,7,48
1,0,1,3,18.86,22.725,82,7.0015,2012,3,16,15,107
4,0,0,2,10.66,13.635,81,7.0015,2011,12,10,0,77
3,0,1,1,31.16,35.605,62,6.0032,2012,7,16,22,284
3,1,0,2,27.88,31.82,74,19.9995,2011,9,5,3,16
4,0,0,1,21.32,25.0,77,7.0015,2011,10,8,20,202
1,0,0,1,6.56,9.85,69,6.0032,2011,2,12,0,30
3,0,1,1,27.88,31.82,51,0.0,2011,8,12,22,231
4,0,0,1,9.84,12.12,56,11.0014,2011,11,19,2,46
1,0,1,2,14.76,16.665,50,16.9979,2011,3,4,17,228
4,0,1,2,13.12,15.91,61,11.0014,2012,11,15,23,125
3,0,1,1,27.88,31.82,47,6.0032,2011,7,1,23,140
4,1,0,1,11.48,13.635,45,16.9979,2011,11,11,7,121
4,0,0,2,16.4,20.455,62,22.0028,2012,11,18,16,372
1,0,0,2,13.12,15.91,45,12.998,2012,2,19,14,237
1,0,0,2,9.84,12.12,87,8.9981,2012,2,5,4,9
3,0,1,3,31.16,34.85,55,16.9979,2011,8,18,18,274
4,0,1,2,13.94,16.665,66,11.0014,2011,12,14,21,154
2,0,1,1,22.14,25.76,49,12.998,2011,5,9,20,239
1,0,1,1,13.12,17.425,53,0.0,2011,3,14,23,19
4,0,1,1,10.66,12.12,56,16.9979,2011,12,1,5,24
4,0,1,2,15.58,19.695,66,0.0,2012,12,7,17,568
1,0,1,2,22.96,26.515,73,11.0014,2012,3,19,22,148
3,0,1,1,24.6,27.275,88,8.9981,2011,8,19,22,122
1,0,1,1,22.96,26.515,37,27.9993,2012,3,7,16,288
3,0,1,1,26.24,28.79,83,7.0015,2012,8,1,2,13
4,0,1,1,12.3,15.91,65,6.0032,2012,12,19,1,15
2,0,0,1,30.34,32.575,35,16.9979,2012,6,16,15,583
3,0,1,2,31.16,35.605,62,8.9981,2012,7,18,18,643
2,0,1,3,26.24,28.79,89,16.9979,2012,6,12,14,60
2,0,1,2,18.04,21.97,72,19.0012,2011,4,13,15,81
1,0,0,3,9.02,11.365,100,11.0014,2011,2,5,12,52
3,0,1,1,32.8,37.12,52,0.0,2012,8,7,15,306
2,0,1,3,27.06,30.305,83,23.9994,2012,6,12,11,65
4,0,1,1,24.6,31.06,46,0.0,2011,10,7,13,305
1,0,1,1,7.38,10.605,51,7.0015,2012,3,6,6,102
3,0,1,1,26.24,30.305,69,11.0014,2011,8,16,1,16
3,0,1,1,26.24,28.79,89,0.0,2012,7,11,2,5
4,0,1,1,18.04,21.97,77,0.0,2012,10,1,5,36
2,0,0,2,25.42,31.06,33,16.9979,2012,4,14,17,560
3,0,1,1,32.8,34.09,24,16.9979,2011,7,1,18,422
4,0,0,1,14.76,18.94,62,0.0,2011,12,3,17,232
1,0,1,2,25.42,31.06,41,43.0006,2012,3,8,16,342
4,0,1,2,12.3,15.91,100,6.0032,2011,11,7,8,410
3,0,0,2,23.78,27.275,56,8.9981,2011,9,18,14,311
2,0,1,3,15.58,19.695,94,22.0028,2011,5,4,4,3
4,0,1,2,13.94,15.91,87,19.0012,2012,11,13,5,18
3,0,1,2,32.8,39.395,63,23.9994,2011,7,8,14,216
3,0,1,1,24.6,29.545,73,11.0014,2011,7,15,4,10
3,0,1,1,25.42,28.79,83,12.998,2012,9,14,22,229
2,0,1,1,21.32,25.0,45,11.0014,2011,4,14,11,115
3,0,1,1,26.24,31.06,44,11.0014,2011,8,12,7,264
3,0,0,1,30.34,34.85,66,11.0014,2011,8,14,18,347
4,0,0,1,14.76,17.425,66,15.0013,2012,11,18,23,59
2,0,0,2,20.5,24.24,68,7.0015,2011,5,1,14,238
3,0,1,2,25.42,27.275,94,8.9981,2011,9,9,5,14
